;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxy
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a 工
lfox 黣
lfox 䵪
lfox 䵴
lfoy 黓
lfoy 黵
lfoy 䵠
lfoy 䵨
lfph 䡹
lfqn 䡇
lfuf 睪
lfuo 鸅
lfut 斁
lfuw 歝
lfvg 轌
lfwf 䡜
lfwk 轖
lfwt 輘
lgbn 軘
lgcf 輊
lgd 囯
lgeg 輤
lgei 圂
lgen 慁
lgg 軖
lghd 囸
lghh 車
lghj 㓻
lgjf 團
lgjf 轉
lgke 睘
lgkg 鹮
lgkl 輻
lgkn 翾
lgko 䴉
lgkp 還
lglg 疅
lgmm 輌
lgmy 輛
lgqn 軏
lguf 軯
lgva 輕
lgvq 鑋
lgwf 䡖
lgy 畉
lgy 䡍
lhcy 軙
lhdd 輫
lhgd 䡾
lhk 㐃
lhll 轤
lhmy 䡠
lhng 罒
lieg 輎
liff 塁
ligq 輄
ligq 㘢
lii 囦
lijf 䍝
lijg 㘤
lipg 疂
lipi 遝
liqo 䳴
liqw 㱎
liu 眔
liu 軣
ljag 罼
ljfd 囬
ljfp 廽
ljfp 逥
ljgr 畼
ljgr 輰
ljlc 䡬
ljlg 輼
ljlg 辒
ljqn 輵
ljsy 輠
ljxx 輥
lkbg 輯
lked 㘣
lkef 罥
lkfk 圖
lkh 甽
lkh 䡅
lkhm 圚
lkkf 䡲
lkmi 圓
lkpd 廻
lkpd 迴
lkqn 軦
lkwc 毄
lkwy 軹
lldf 䍛
llf 畕
llff 圛
llg 䡒
llge 轘
llh 䡛
llk 㘡
lllb 罍
llld 奰
llld 礨
llle 氎
llle 㔣
lllf 壘
lllf 壨
lllf 畾
lllg 疊
lllg 㽮
llli 纍
lllj 轟
llll 轠
lllo 鸓
lllo 䴎
llls 櫐
lllx 疉
llnu 罳
llpy 轋
llwl 轀
llye 圐
lmdj 圌
lmdj 輲
lmdy 軮
lmfg 畘
lmfk 輖
lmg 軸
lmh 軕
lmhq 䚑
lmqo 鷶
lmu 買
lmun 輞
lmwk 㽯
lmwy 軜
lnab 罠
lnae 輾
lnan 䡑
lnav 囻
lnbb 轏
lnd 囙
lndm 顋
lnff 罻
lnfh 軐
lng 翈
lnhh 䡂
lnkg 圍
lnku 䡶
lnn 軋
lnnu 㤙
lnte 㘠
lnwe 疁
lnwe 轇
loqg 疄
loqg 轔
lou 䍘
louf 轛
loug 轐
loxx 轆
loxx 䍡
lpdk 轄
lpeg 畳
lpfq 輐
lpk 連
lplh 䡣
lpng 輨
lpnu 㦁
lpqb 䡝
lpwk 䡥
lpxn 䡐
lqan 軝
lqay 軧
lqay 䍕
lqeg 輡
lqfu 㝶
lqjc 斀
lqjf 斣
lqjj 劅
lqjm 䫳
lqjo 鸀
lqjw 歜
lqkg 軥
lqkg 㽛
lqkq 輓
lqlg 䡘
lqnb 䍖
lqnn 軳
lqoy 鴨
lqoy 鴫
lqoy 㽤
lqoy 䡧
lqqy 䡔
lqug 畇
lqwy 軟
lqyg 輷
lqyl 罶
lqyy 畂
lrbt 䍟
lrcy 畖
lrcy 罛
lrcy 軱
lrcy 䡊
lrdf 磛
lrff 塹
lrfh 輴
lrfh 䟅
lrh 斬
lrhq 覱
lrjf 暫
lrkh 蹔
lrmj 㟻
lrnu 慙
lrqf 鏨
lrqn 䡚
lrqo 䳻
lrrj 㨻
lrry 䡈
lrsu 槧
lrtf 㽡
lrtf 䡟
lrvf 㜞
lrwv 䭕
lrxs 轢
lsfi 圑
lsgg 輏
lsj 甼
lskg 軻
lssu 罧
lsu 䍒
lsy 輔
ltdk 轎
ltdp 䡫
ltfg 軠
ltfm 䡽
ltgf 畽
ltgf 輧
ltgj 㽚
ltgo 䍢
ltgy 軼
lthy 䡻
lti 囷
ltjt 輹
ltkf 畧
ltkg 輅
ltki 䌎
ltkr 㨼
ltln 䡯
ltnn 䢀
ltol 轓
ltuf 軤
ltuy 輈
ltuy 辀
ltwh 䡮
ltxu 䍙
ltxy 畮
luag 㽨
luah 軿
luep 䡵
lug 䢂
lugf 畻
lugn 圏
lugy 轙
lujf 罯
lujf 罿
lujf 䡴
lulj 㽪
lung 䡭
luri 図
lury 較
lusg 輶
luxt 罤
luxx 㽧
lvbh 䣚
lvdm 䫫
lven 氀
lvf 婁
lvf 㚻
lvfj 圕
lvgl 輺
lvgy 甊
lvjs 罺
lvjs 轈
lvkg 軺
lvlg 輜
lvn 軌
lvpd 遱
lvqo 鷜
lvtk 輑
lvty 數
lvuf 㪹
lvyy 軔
lwci 繋
lwcr 撃
lwcy 軗
lwcy 䡆
lwdf 圙
lwet 軫
lwfd 囶
lwfy 軵
lwga 圇
lwga 輪
lwgg 輇
lwgj 輸
lwgs 畭
lwjh 畍
lwme 朙
lwmv 囧
lwn 䡄
lwtu 畟
lwwk 輍
lwww 眾
lwxv 囮
lwy 㽗
lwyc 軨
lwye 圀
lwyf 䍜
lwyn 軡
lwyu 罖
lwyy 軓
lxcy 䡏
lxet 軪
lxhj 羄
lxke 羂
lxwp 邏
lxwy 羅
lxxb 毘
lxxr 䡡
lyct 轍
lyd 圁
lyey 畩
lyfu 罸
lygf 罜
lygg 軴
lyiy 輬
lyiy 辌
lyjf 䍤
lyjj 罰
lyna 䡢
lynn 甿
lynn 軶
lynn 䡪
lynt 䡎
lynw 畡
lynw 輆
lyrc 䍠
lyry 䍦
lyvu 䍚
lyvy 䡙
lywn 㽘
lywn 䡉
lywv 囥
lyxi 羉
lyxs 圞
lyxu 䍗
lyxx 圝
mmj 岀
maah 贜
maay 賤
maay 㟞
mada 㟿
made 農
madj 蠈
madt 賊
maf 㞬
mafc 䝸
mafo 巈
mag 屸
magb 鄷
magc 艶
magg 㠏
magt 豑
magu 豊
magy 㻃
mahb 峫
majg 㟙
majh 刪
majn 嶱
majv 䞁
majy 贎
mak 冊
makk 嶇
maky 巏
mamf 購
mang 岠
mann 㞽
manu 㤟
mapd 䢗
mape 㠓
maqh 嵽
maqj 嶜
matq 峣
mauh 贓
mawb 㟟
mawc 㠛
mawe 䐌
mawk 㟷
mawq 覥
mawq 觍
mawt 敟
may 戝
mayn 㟐
mbb 㕀
mbg 㞨
mbh 邖
mbh 郥
mbib 崡
mbn 貤
mbqb 㟹
mbr 㞧
mbt 屷
mbtc 㠕
mbtg 嶐
mby 岥
mby 貱
mbyy 岋
mcah 峅
mcbb 㽕
mcce 嵾
mcce 贂
mcce 㠁
mcde 㟥
mci 禸
mckg 貽
mcwt 賐
mday 巁
mdby 㿮
mddd 贆
mdef 峟
mdeg 賄
mdey 賬
mdfe 賑
mdff 峚
mdff 崕
mdff 䝽
mdfh 㟁
mdfk 䞅
mdgh 嵗
mdgk 嵅
mdgy 㼜
mdhc 艷
mdhg 岯
mdhl 豓
mdhl 豔
mdht 巎
mdht 豒
mdhu 豐
mdhu 㞸
mdlj 輋
mdmc 㪜
mdmd 䞂
mdmj 剬
mdmj 峏
mdmj 耑
mdmm 顓
mdmo 䳪
mdmw 歂
mdmy 崸
mdmy 頔
mdmy 㼷
mdnn 峸
mdny 㟌
mdqc 䒋
mdqo 鴦
mdr 屵
mdri 㟲
mdri 㟶
mdsk 㟢
mdsn 嶏
mdth 㠣
mdui 嶚
mdui 嶛
mduw 嶡
mduw 嶥
mdwj 賰
mdwj 䞐
mdwn 嵁
mdww 峽
mdww 㠌
mdwy 嵟
meaa 髒
mean 嶾
meaw 䯦
meay 骮
mebg 㟊
meby 骳
mede 䯝
medm 顝
medn 骻
medp 髄
medy 䯋
meeb 䣙
meej 剻
meet 䯇
meev 骽
mef 冑
meff 䯓
mefh 骭
mefq 髐
mefq 䯈
meg 岄
megc 嵈
megf 骬
megg 岨
megr 骾
megw 嶼
megw 㠘
mehc 㟬
mehl 髗
mehx 骴
meiq 䯑
mejl 䯠
mejo 䯥
mejr 䯜
mejy 髃
mekm 䯣
melv 髏
memk 䯞
memu 體
memw 䯐
men 㲘
mene 髎
menn 䯆
menv 䯌
meos 髍
mepa 䯔
mepb 䯛
mepm 髕
mepq 䯘
mepy 髉
mepy 髖
meqn 骲
meqo 鶻
meqw 䯉
mer 屴
mesf 髆
mesg 骵
mesk 䯊
mesy 䯙
metd 䯏
meto 䞈
metp 䯕
mets 䯒
meua 骿
meua 髊
meue 䯟
meur 骹
meuw 䯡
mevg 㟎
mevh 崢
mevn 骩
mevy 骫
mewc 䯍
mewf 䯎
mewj 䯤
mewy 骪
mexd 嵠
mexe 䯚
mexf 䯗
meyk 髇
meyv 䯖
meyw 骯
meyy 髈
mfak 賳
mfay 嶻
mfay 賎
mfd 冃
mfd 冄
mfdj 嶿
mff 亗
mfff 崶
mffn 嶀
mffq 嶢
mffq 嶤
mffy 䝰
mfh 屽
mfhm 巔
mfhw 嵮
mfk 曱
mfkb 郮
mfke 彫
mfkj 㓮
mfkn 翢
mfko 鵰
mfkp 週
mflm 贖
mfnf 嶹
mfng 䎃
mfpb 㟑
mfqn 岏
mfqn 貦
mfqw 崁
mfru 㞿
mftj 賭
mftt 財
mftx 峔
mftx 䶲
mfwt 崚
mgag 崋
mgaj 㟖
mgay 賦
mgcf 峌
mgct 䞃
mgef 嶳
mgeg 崝
mgeg 䝼
mgeg 䞍
mggm 㠝
mgiy 賕
mgiy 㟈
mgjg 峘
mgjj 畁
mgjr 峺
mgka 戙
mgkc 敱
mgkd 獃
mgkg 峿
mgkj 剴
mgkj 颽
mgkm 顗
mgkp 迵
mgkq 覬
mgkt 敳
mgku 豈
mgkw 凱
mgkx 㖯
mgky 㢥
mgmj 嶆
mgnb 甹
mgno 䳙
mgny 㼘
mgqj 峛
mgqj 峢
mgqn 屼
mgqt 㟼
mgqt 㠂
mguf 岼
mgvh 崨
mgxw 峓
mhaa 帴
mhad 幙
mhad 㡕
mhae 幪
mhaf 㡚
mhak 㡛
mham 幊
mhas 幉
mhaw 幭
mhbn 㡇
mhby 㠷
mhce 幓
mhce 㡎
mhcn 帊
mhde 帪
mhde 帳
mhdf 㡡
mhdj 帞
mhdm 幁
mhdn 㡁
mhdn 㡋
mhdw 帺
mhdy 帗
mhee 幍
mhen 㡥
mhet 㡪
mhfd 甴
mhff 幬
mhfj 帾
mhfm 幩
mhga 巇
mhgd 円
mhgd 巘
mhgd 巚
mhgh 峠
mhgj 㡟
mhgm 幘
mhgs 帓
mhgy 㠸
mhgy 㼙
mhhm 幀
mhhn 㥈
mhie 帩
mhir 幥
mhit 㠺
mhje 㡌
mhji 幜
mhjn 幆
mhjq 㡢
mhkf 幝
mhkg 岾
mhkg 貼
mhks 幧
mhlg 幗
mhll 㠠
mhlv 㡞
mhna 幈
mhng 幃
mhny 貝
mhof 幮
mhof 㡤
mhog 㠊
mhpb 帵
mhpe 幏
mhpl 㡓
mhpm 㡦
mhpn 幰
mhpq 帎
mhpu 幎
mhpu 㡧
mhqe 㡊
mhqj 㡄
mhqn 峴
mhqq 㡅
mhqq 㡈
mhqy 幨
mhrh 㠼
mhrh 㡒
mhrw 㡗
mhsh 帄
mhsi 幖
mhtb 幯
mhtf 帲
mhtf 㡖
mhtn 幒
mhto 幠
mhtp 㡝
mhtu 㠽
mhtw 㠶
mhtx 㡙
mhty 㒳
mhua 帡
mhuj 㡐
mhul 幱
mhuq 帨
mhuv 帹
mhuw 㡘
mhvy 㠴
mhwd 帿
mhwg 㡨
mhwh 䞊
mhwi 㡜
mhwj 㠹
mhwj 㡏
mhwk 帢
mhwk 㡃
mhwu 㡠
mhwv 帉
mhxn 㠲
mhxx 㡉
mhyj 幟
mhyj 䶓
mhyk 㡆
midt 巌
miff 埊
mijg 崉
mimy 䞆
mipm 贘
miu 汖
miwa 巀
mjf 㞱
mjff 嵵
mjgd 䍏
mjgh 崼
mjgr 崵
mjh 則
mjhg 賵
mjhg 赗
mjjg 䞎
mjmy 嵎
mjqn 嵑
mjqr 賜
mjxx 崐
mjxx 崑
mkby 嶯
mkd 冋
mkgn 㞻
mkhh 㞲
mkkf 㠆
mkkh 賗
mkkk 嵓
mkkn 崿
mkkn 贃
mkkn 㟧
mkkn 㠋
mkkt 巖
mkkt 巗
mkpd 㢠
mkqn 岲
mkqn 貺
mkuf 㟕
mkwy 嶉
mldg 崓
mlff 嶧
mlge 嵔
mlge 㟪
mlgh 㟵
mlhd 嶵
mlhd 㠑
mllf 㠥
mlny 䞏
mlrh 嶃
mlrj 嶄
mlvf 㟺
mlvg 嶁
mmae 嶩
mmaw 賟
mmdj 㟨
mmdu 㠦
mmdy 岟
mmf 峀
mmfk 賙
mmfk 赒
mmfk 㟘
mmgk 峝
mmgu 嵦
mmgy 甖
mmh 屾
mmjj 崱
mmmu 贔
mmmu 赑
mmmv 巊
mmqf 鑍
mmqo 鸎
mmqo 䴍
mmtb 罌
mmty 贁
mmum 崗
mmum 㟠
mmvf 嬰
mmvo 鸚
mmvy 䨉
mmy 賏
mmyf 譻
mnaj 㟭
mnb 㐕
mnbm 崫
mndg 崌
mndg 䝻
mnff 嶎
mngk 㟃
mnhy 䝪
mnku 㠔
mnmb 冎
mnmj 剮
mnmk 咼
mnmm 䫚
mnmp 過
mnmq 旤
mnmw 歄
mnn 乢
mnrf 㠄
mnrg 嶍
mnv 囘
mnwe 嵺
mnwe 賿
mnxn 㞾
mnyu 䝲
mofg 賍
mofy 賘
mooe 嶗
mook 巆
moos 嶸
mooy 賧
mosd 㠧
mouf 嶪
mouf 嶫
mouf 㠚
moug 贌
movh 㟾
movi 嵻
movk 嵣
mpd 廸
mpdc 峵
mpfi 賩
mpfj 㓽
mpi 䢙
mpju 㟰
mpk 辿
mplh 賱
mplj 㟦
mpqb 䝹
mpsh 貯
mptg 㟉
mptk 㟯
mpu 㞫
mpvg 峖
mpwd 㟮
mpwk 嵱
mpws 賝
mpwy 岤
mpxn 岮
mqaj 崏
mqan 㞴
mqay 岻
mqay 貾
mqbd 觃
mqbj 岇
mqdb 峗
mqdb 峞
mqdy 嶦
mqdy 贍
mqeg 嶰
mqeh 崅
mqf 崟
mqg 崯
mqgs 嵥
mqjb 賯
mqke 嶑
mqkg 䝭
mqky 巉
mqng 翙
mqou 嶌
mqoy 嵨
mqoy 嶋
mqoy 鵙
mqqw 嵚
mqqw 嶔
mqrt 岉
mqtd 嶽
mqug 䝧
mqwy 㰞
mqyl 嵧
mqyu 㞮
mrbq 㟅
mrbt 嵏
mrbt 嵕
mrcy 岅
mrcy 販
mrdf 㟸
mrdh 㟓
mrff 㟛
mrg 岴
mrg 岶
mrgg 崲
mrh 岓
mri 罓
mriy 㟫
mrqc 㟴
mrqe 㠢
mrrf 䍑
mrrg 䍞
mrrl 羀
mrtf 崥
mrwy 嶊
msaa 嶘
msdm 嵿
msfi 㟽
msfj 㠒
msfy 賻
msjf 崬
msjg 崠
msjg 嵖
msjh 贉
mskg 㞹
msrf 㠨
mssy 崊
mssy 㟳
mswc 㟣
msww 崍
msy 峬
msy 䝵
msyg 嵀
mtbn 䝯
mtdg 䞌
mtdh 峯
mtdk 嶠
mtdk 㠐
mtdu 㞺
mtdy 岆
mtff 崻
mtfh 㞰
mtfk 峼
mtfm 巑
mtgf 崜
mtgg 貹
mthf 岝
mthf 岞
mthf 䝫
mths 嵲
mtjj 峲
mtkf 峉
mtkg 峈
mtkg 賂
mtlg 賉
mtmd 㠗
mtmt 嶶
mtnh 巋
mtnu 嶭
mtol 嶓
mtpy 貶
mtqi 㠟
mtry 峩
mttt 㠅
mtuf 嵙
mtuy 峂
mtvf 崣
mtvg 嵂
mtwh 嵷
mtwh 嵸
mty 敗
mtyi 內
mtyu 㞥
muaf 嵳
muah 賆
mubm 胐
muct 脧
mued 巃
mued 巄
mued 贚
muf 岦
mufh 㞳
mufq 䏓
mugb 㟡
mugd 嵄
mugg 㠈
mugm 䞉
mugo 㟱
mugy 嶬
mugy 㠖
muh 㟄
muj 峷
mujf 㠉
mukg 賠
mukg 㟝
mukh 嵜
mukh 﨑
mukq 㟋
mulj 嶒
mulj 贈
mumj 剛
mumk 岡
muqf 嶈
muqi 脁
muqk 胊
mury 峧
mury 賋
musf 嶟
musg 崷
musq 䞋
mute 嵃
mutg 嵼
mutt 巙
mutv 巕
muuf 膧
muvw 嵰
muvw 賺
muwl 賹
muwn 㒺
muwv 肦
mvgh 峍
mvhl 贐
mviu 㟤
mvkf 岧
mvkg 岹
mvlg 崰
mvr 屶
mvtk 峮
mvtk 㟒
mvu 峎
mvyu 岃
mvyy 屻
mwcn 嵡
mwet 䝩
mwfi 賒
mwga 崘
mwga 崙
mwgf 峑
mwgg 崄
mwgj 崳
mwgk 峆
mwgk 峇
mwgn 嶖
mwgs 賖
mwgw 嶮
mwgw 㒷
mwhf 峜
mwht 峳
mwjj 岕
mwkd 冏
mwkd 㕯
mwkp 䢛
mwn 㞦
mwnd 䞀
mwtj 嵐
mwu 㞤
mwvt 岎
mwvv 㟗
mwwf 㟇
mwxf 㟆
mwyb 酅
mwyc 岺
mwyj 㔒
mwyk 嵢
mwyk 巂
mwyk 賶
mwyk 㟏
mwyk 㟔
mwym 嶺
mwym 䫈
mwyn 岒
mwyn 嶲
mwyo 嶕
mwyo 嶣
mwyo 䳥
mwyo 䳽
mwys 㠍
mwys 㠎
mwyu 㞩
mxet 岰
mxhm 巓
mxjj 岪
mxkj 嵹
mxqi 㟜
mxth 㠜
mxuu 嵶
mxxm 䫜
mxy 㟂
myac 雘
myaw 䵊
mybh 䢷
myce 㠡
myf 訔
mygg 䝬
myiy 㠇
myiy 䝶
myjf 峕
myjh 刐
myke 㠤
myma 巐
mymk 嵪
mynw 峐
mynw 賅
mype 㠙
myps 嵉
myqo 鴅
mytb 崺
myu 㞵
myud 㠃
myuh 崹
myuy 嵭
myvu 崀
myvy 㟍
mywf 崒
mywf 崪
mywf 賥
mywn 貥
mywn 㥖
myxy 䝮
myy 㞶
naae 㞡
naah 悈
naak 㥾
naay 恜
naay 㥇
naay 䎒
nadm 䪸
nadw 愜
nafh 愅
nafy 㦐
nag 羾
nagg 恇
nagg 㦊
nagn 戼
nahd 㥱
nahf 慳
nahl 懢
naht 㤉
najc 敯
najd 慔
najf 昬
najh 刡
najh 愺
najj 蟁
najv 愝
nake 懄
nakg 惐
nakg 慬
nakk 慪
naky 懽
naln 㥸
nalq 懜
nalw 懱
namd 愥
namy 愩
namy 慲
nang 怇
nann 怈
nann 怴
nann 䎀
nans 屟
nans 惵
nape 懞
naqh 㦅
naqj 憯
naqn 憽
naqo 鴖
nath 睯
natj 暋
natm 㟩
naty 敃
nawc 㦜
nawf 壂
naww 臋
nawy 㤜
nawy 㤨
nawy 䎉
nayn 恾
nbbb 懾
nbd 㞌
nbde 憜
nben 㦩
nbfn 聼
nbh 邔
nbh 䣁
nbkg 㥛
nbmh 㤕
nbmo 鶌
nbn 忚
nbnn 㤴
nbnn 䎎
nbtg 㦕
nbtv 饏
nby 怶
nby 翍
nbyy 忣
nccc 惙
ncce 慘
ncee 愑
nceh 悀
nci 㞋
ncnh 忬
ncnk 憰
nctg 恈
ncv 㞎
ncyj 慅
ncyy 㣾
ndaf 墯
ndcy 翇
ndeg 㤢
ndet 懮
ndey 悵
ndfe 屒
ndfh 㤒
ndfj 㦋
ndfn 恗
ndhf 恠
ndhg 怌
ndhi 慽
ndhk 㤳
ndhn 懳
ndhn 䎚
ndjd 懨
ndjn 㤿
ndkg 㤑
ndlf 愐
ndmd 愞
ndmy 頨
ndmy 㥧
ndmy 䪱
ndny 㤶
ndqo 鶋
ndri 㥳
ndrr 慡
ndsk 㥓
ndtf 㤽
ndui 憭
ndui 㞠
ndwi 㥭
ndwn 愖
ndwu 㠱
ndww 悏
ndww 翜
ndwy 㥍
ndy 忕
ndyy 忲
nean 懚
neb 毣
nebd 屘
neee 恊
neee 愶
neeg 慆
neeg 㥊
nefi 屗
negc 愋
negg 怚
negw 懙
nehc 㥰
neii 㞙
nepc 㥅
nept 懓
nesy 㥒
net 忇
netb 愮
newy 㥚
nexd 慀
nfag 懴
nfam 憤
nfbk 屆
nfce 㤼
nfci 厾
nfcl 㥺
nfcy 忶
nfcy 翄
nfcy 㥘
nffg 㤬
nffn 㞑
nffq 憢
nfg 㤌
nfh 忓
nfhg 㥀
nfi 屚
nfic 叞
nfie 褽
nfig 犚
nfij 螱
nfjj 蝨
nfk 卂
nfke 憉
nfkf 懛
nfkg 恄
nfkk 憘
nfkw 㦭
nfnf 懤
nfof 㷉
nfoo 懗
nfoy 㤸
nfph 懥
nfpu 㦉
nfqn 忨
nfqo 鳵
nftb 䣝
nftj 愭
nftj 㥩
nfto 鷵
nftx 恅
nfwk 懎
nfwt 㥄
nfy 怽
ngbn 忳
ngcf 恎
ngcj 剭
ngdn 悿
ngey 㞘
ngf 䍿
ngg 忹
nghg 卐
nghg 恆
ngho 㥼
ngiy 㞗
ngiy 㤹
ngjf 慱
ngjn 憓
ngk 丮
ngkb 孠
ngkl 愊
ngkq 覗
ngkr 㤦
ngku 㤱
ngky 䛐
ngmh 㤄
ngmj 慒
ngmw 怲
ngmy 㥽
ngqj 㤡
ngqt 慠
ngqx 屍
ngvv 悽
ngxw 恞
ngyi 夨
nhah 臦
nhaj 臩
nhao 燛
nhbh 郿
nhcu 叏
nhcy 収
nhd ⺪
nhdd 屝
nhfc 叚
nhfm 䫗
nhfw 㰺
nhge 懅
nhgh 卍
nhhc 戄
nhhy 懼
nhjg 疍
nhk 丩
nhkg 怗
nhlf 㿿
nhng 㠯
nhog 憈
nhqn 悓
nhqo 鶥
nhsk 疎
nhtf 㦆
nhty ⺗
nii 氹
nijg 䎓
nilj 劚
nilj 屬
nilr 斸
nipf 憆
nipo 戃
nirb 悩
nitj 㓾
nitp 遲
njai 懪
njgf 㥂
njgh 惿
njgh 翨
njgr 愓
njiq 愰
njmn 㦙
njmy 㥥
njnt 䎈
njqn 愒
njry 㤤
njsy 惈
njxx 惃
njyy 㥗
nkeg 悁
nkf 吢
nkgb 郼
nkgb 韕
nkgc 䪗
nkgc 䪝
nkgd 悮
nkge 韒
nkge 韔
nkge 韛
nkge 韜
nkgf 韚
nkgf 韝
nkgf 韟
nkgf 䪙
nkgg 悜
nkgg 韠
nkgg 韡
nkgg 䪒
nkgh 䪘
nkgj 韋
nkgj 韣
nkgk 韐
nkgk 䪓
nkgl 韗
nkgl 韞
nkgl 䪛
nkgm 韥
nkgn 韢
nkgn 䪚
nkgo 䪕
nkgp 違
nkgs 韎
nkgs 韖
nkgs 韘
nkgs 䪔
nkgt 䪐
nkgt 䪖
nkgw 韤
nkgw 䪏
nkgx 䪑
nkgy 韌
nkgy 韍
nkgy 䪜
nkhh 翀
nkhm 憒
nkhn 㥙
nkhy 䎌
nkkf 憚
nkks 懆
nkkt 㦍
nkmh 屌
nkmy 愪
nknd 悞
nkqn 怳
nkub 孹
nkud 礕
nkug 䴙
nkuh 幦
nkuh 躄
nkui 繴
nkui 㵨
nkun 憵
nkuo 糪
nkuo 鷿
nkuo 鸊
nkur 䢃
nkux 鼊
nkwy 怾
nlag 慖
nld 乪
nld 屇
nleg 㥜
nlff 懌
nlg 怬
nlge 愄
nlge 懁
nlge 㥵
nlkg 恛
nlny 愢
nlpy 慩
nlpy 翴
nlrh 慚
nlvd 屢
nlvg 慺
nlwl 慍
nlxy 㦬
nlyg 㦒
nmae 憹
nmaw 㥏
nmeg 愲
nmg 怞
nmgu 愷
nmhc 㕞
nmi 屃
nmi 屓
nmj 㞯
nmjh 惻
nmmm 屭
nmwk 㤯
nmwy 慛
nnaj 惽
nnan 怋
nnap 選
nnbt 㦑
nngw 巺
nnhe 㥠
nnkg 愇
nnll 乚
nnll 乛
nnll 
nnll ⺄
nnn 忋
nnni 繠
nnns 橤
nnnu 惢
nnnw 㦏
nnqo 鵋
nnrg 慴
nntt 怭
nnwe 憀
nnxs 㥡
nny 㤈
noaw 懭
nooe 憦
nooy 惔
noqg 憐
nosc 懡
nosd 戂
nouf 㦠
novg 㥪
noxx 㦇
npdi 屪
npdn 㦥
npe 迉
npfi 悰
npgg 愃
npju 慏
nplh 惲
nplj 翚
nplj 翬
npng 悺
npns 懧
npsh 㤖
npta 㤞
nptk 愘
npwa 悾
npwi 屄
npwk 愹
npws 㤾
nqaj 惛
nqan 忯
nqay 怟
nqbt 㥮
nqdb 恑
nqdo 㦓
nqdy 憺
nqeg 惂
nqg 惍
nqgg 鸤
nqiy 恌
nqjb 惸
nqkg 怐
nqkg 翑
nqkq 悗
nqmd 愌
nqnn 怉
nqnn 䎂
nqoi 䲩
nqoy 翵
nqoy 鳲
nqoy 㥌
nqqi 㞔
nqqy 恀
nqrb 恟
nqrn 愡
nqvg 㤘
nqwy 忺
nqwy 㰝
nqyj 懰
nqyy 㣿
nray 㦻
nrbh 忷
nrbt 惾
nrbt 翪
nrcy 㤆
nrdc 恡
nrdh 悕
nrf 習
nrfq 翫
nrgk 㤧
nrhw 㥴
nroy 愾
nrqw 惞
nrrm 懫
nrry 㤊
nrwj 飁
nrxs 㦡
nryt 憿
nsfi 慓
nsfy 愽
nsfy 䎔
nsg 恓
nsgg 㤓
nsh 忊
nsi 杘
nsjh 憛
nskm 懶
nsmv 㞖
nsoy 憟
nssi 㦗
nssy 惏
nssy 慄
nsy 悑
nsy 䎍
ntan 屜
ntas 屧
ntbh 邲
ntdj 㤭
ntdk 憍
ntdp 㦀
ntdy 㤇
ntfe 㞚
ntfj 㦧
ntfk 悎
ntfm 㦫
ntfp 慥
ntge 慟
ntgf 屛
ntgo 憮
ntgs 㤚
ntgy 怢
ntgy 翐
nthd 㞒
nthq 覕
ntjh 悧
ntjr 慯
ntkj 㔉
ntln 憁
ntlv 屨
ntmk 恦
ntnn 忔
ntol 憣
ntpi 㞏
ntqo 鴓
ntsm 憡
nttk 屩
nttv 㞜
ntuy 㤏
ntvb 㦢
ntwh 㞞
ntxj 㞛
nty 攺
nuah 恲
nud 㞐
nueg 憪
nueq 㦦
nuey 㥞
nug 翋
nug 㥃
nugb 惓
nugh 怑
nugh 慻
nugl 㦈
nugv 懩
nujg 愔
nujh 慞
nujn 憶
nuk 屖
nukg 㥉
nulj 層
nuny 㦖
nupk 遅
nupk 遟
nuth 飛
nuth 飝
nury 恔
nusd 㞟
nusg 㥢
nusl 㦨
nutd 愱
nutg 㦃
nutk 屫
nuvf 翣
nuxw 懻
nuyy 憫
nvaf 憳
nvcy 怓
nvfg 㦎
nvfh 忰
nvfj 翆
nvg 妀
nviy 㥆
nviy 䎑
nvpg 舝
nvtr 惱
nvyi 㞍
nvyy 㣼
nwcn 慃
nwcq 恱
nwcy 㱼
nweb 鄝
nwed 㞕
nwee 勠
nwej 剹
nwem 顟
nweo 鷚
nwep 䢧
nwer 翏
nwey 雡
nwfi 憏
nwfy 㤔
nwga 惀
nwgg 恮
nwgj 懀
nwgs 悇
nwgu 憕
nwgw 憸
nwi 乆
nwi 夬
nwjh 刔
nwjh 忦
nwkq 悅
nwnd 翭
nwqo 鴂
nwsy 恘
nwtf 㤛
nwv 凥
nwvt 翂
nwvt 㤋
nwwg 懺
nwyc 愯
nwyc 㪬
nwyc 䎆
nwyk 愴
nwyk 㤷
nwyn 忴
nwyn 惗
nwyn 懏
nwyo 鸐
nwyp 䢰
nwyv 䬤
nwyy 忛
nxbg 㥝
nxet 怮
nxey 㥟
nxg 憴
nxhw 愼
nxjd 㞓
nxjg 恉
nxmy 慣
nxpv 迡
nxqo 䲿
nxth 懝
nxuu 愵
nxxf 悂
nxxj 蠿
nxyx 惤
nybg 惇
nybh 悙
nybt 憞
nyce 㥔
nycq 㤝
nyi 乄
nyi 㣺
nyiy 憱
nyiy 翞
nyjg 懠
nyjg 㥫
